"inputCell","ihWeights","hiddenCell","hoWeight","outputCell","target"
"0.0","0.0034068730256966483","1.477361260545783","-0.07323538463910163","0.49959191478377873","0.499594074551282"
"1.0","0.004232123510553988","1.8954831169870088","0.46402406596856505","0.9848537395870747","0.9891347373062602"
"1.0","0.00486148148316673","2.1684189558530975","-0.07983529380098536","",""
"1.0","0.003955958386641083","2.362982834322598","0.5902028765914129","",""
"1.0","0.056098675097241736","","-0.10056915794980023","",""
"1.0","0.07281776815349182","","0.7052762117649068","",""
"0.0","0.08155178364985476","","-0.12520792111913745","",""
"1.0","0.08417190298025524","","0.7859585039273386","",""
"0.0","0.05272499853285157","","","",""
"0.0","0.07205813676258921","","","",""
"0.0","0.07969513906371654","","","",""
"0.0","0.08750682915462389","","","",""
"0.0","0.05168803622576426","","","",""
"1.0","0.0655914161228778","","","",""
"1.0","0.07749378209342074","","","",""
"0.0","0.08465668664116534","","","",""
"0.0","0.049542461399886835","","","",""
"0.0","0.06926712192378698","","","",""
"0.0","0.08016044895811587","","","",""
"0.0","0.0852000810760368","","","",""
"1.0","0.05350068468351183","","","",""
"1.0","0.07412949261088406","","","",""
"0.0","0.08088858520974311","","","",""
"0.0","0.08181655213666192","","","",""
"0.0","0.002170454403107267","","","",""
"0.0","0.004400804791141748","","","",""
"0.0","0.004912305549578822","","","",""
"1.0","2.1521308895255053E-4","","","",""
"1.0","0.0504048239516009","","","",""
"1.0","0.06750216736912762","","","",""
"1.0","0.07853922819192598","","","",""
"1.0","0.0872196707663245","","","",""
"1.0","0.005283735563869937","","","",""
"1.0","0.006285101307281731","","","",""
"1.0","0.0063561280322754895","","","",""
"1.0","0.0015514812075076655","","","",""
"0.0","0.006232025340130664","","","",""
"0.0","0.0022447621593365886","","","",""
"0.0","7.168237472310057E-4","","","",""
"0.0","0.007806591710166314","","","",""
"0.0","6.792941922808116E-4","","","",""
"1.0","3.8772437168110185E-4","","","",""
"1.0","0.004430866762725514","","","",""
"0.0","0.009529845855955227","","","",""
"0.0","0.0028953569147824165","","","",""
"0.0","5.60339229300727E-4","","","",""
"0.0","0.004453853950073766","","","",""
"0.0","0.009479660125504424","","","",""
"1.0","0.0022783295602807753","","","",""
"1.0","0.007481285029794027","","","",""
"0.0","0.007162120728600846","","","",""
"0.0","0.006820438582945384","","","",""
"0.0","0.05086209941793227","","","",""
"0.0","0.07462133993529962","","","",""
"0.0","0.07816915534539069","","","",""
"1.0","0.0864816124240609","","","",""
"1.0","0.055208635432193405","","","",""
"0.0","0.06819694209028858","","","",""
"0.0","0.07614421096743508","","","",""
"0.0","0.08816665606483777","","","",""
"0.0","0.007534580994621968","","","",""
"0.0","0.004400837169741072","","","",""
"1.0","0.006106383934421759","","","",""
"","6.57870021917768E-4","","","",""
"","0.007212068214237456","","","",""
"","0.008443902038911759","","","",""
"","2.5909984864013526E-4","","","",""
"","0.005095480610477031","","","",""
"","0.002313243881901447","","","",""
"","0.004611329319184671","","","",""
"","0.0028557900734270535","","","",""
"","0.005169589980148831","","","",""
"","0.005960064328484504","","","",""
"","0.0062279590996368395","","","",""
"","0.0055758841973388915","","","",""
"","4.860091928160004E-4","","","",""
"","0.008218904399338771","","","",""
"","0.007065827833466379","","","",""
"","0.007169421833793863","","","",""
"","0.009587251895691236","","","",""
"","0.0467760083210548","","","",""
"","0.06789623972301163","","","",""
"","0.07495386902740335","","","",""
"","0.08758492072259755","","","",""
"","0.04729166664112956","","","",""
"","0.07135722812955814","","","",""
"","0.07757478985863338","","","",""
"","0.0857598745617322","","","",""
"","0.00995248166260856","","","",""
"","0.00860149707752181","","","",""
"","0.005392316776084028","","","",""
"","0.0070865253029631856","","","",""
"","9.690819699333564E-4","","","",""
"","7.823492017546729E-5","","","",""
"","0.008384526711745633","","","",""
"","0.008107850393368768","","","",""
"","0.0022336993493570455","","","",""
"","0.006868775453222775","","","",""
"","8.221827340464095E-4","","","",""
"","2.85208603526258E-4","","","",""
"","0.003381586263524514","","","",""
"","0.002125195049407056","","","",""
"","0.0028951365612873716","","","",""
"","7.070373899748495E-4","","","",""
"","0.002415739126587415","","","",""
"","0.008236709167020835","","","",""
"","0.007687368530480258","","","",""
"","6.982528490368389E-4","","","",""
"","0.04948838214131954","","","",""
"","0.07095547392314731","","","",""
"","0.07666041773922307","","","",""
"","0.08778463513358868","","","",""
"","0.05203201194458944","","","",""
"","0.07461945074100668","","","",""
"","0.07957053399132279","","","",""
"","0.08730413373473918","","","",""
"","0.047317425456933085","","","",""
"","0.0712492495630541","","","",""
"","0.07702007532085021","","","",""
"","0.08671269293292662","","","",""
"","0.05240221101944913","","","",""
"","0.07426901403868193","","","",""
"","0.07759841755198509","","","",""
"","0.08851248697602213","","","",""
"","0.05467603469806797","","","",""
"","0.0681634193900385","","","",""
"","0.08400431001511811","","","",""
"","0.08494781722721863","","","",""
"","0.051778963909391504","","","",""
"","0.07018627434717528","","","",""
"","0.08084523532271527","","","",""
"","0.08267413421614063","","","",""
"","0.04891920748798268","","","",""
"","0.07151268248601712","","","",""
"","0.07952322736004779","","","",""
"","0.08283817936001563","","","",""
"","0.04682421990943525","","","",""
"","0.0663055286478457","","","",""
"","0.07479363493707893","","","",""
"","0.08955661016599219","","","",""
"","0.0516548188311533","","","",""
"","0.07221587910788574","","","",""
"","0.08271026919678932","","","",""
"","0.08311055648300804","","","",""
"","0.006544539975022027","","","",""
"","0.005040701295124255","","","",""
"","0.0019724091559539967","","","",""
"","0.009847918092174906","","","",""
"","0.009926580227671053","","","",""
"","0.007787764332733507","","","",""
"","0.009653034981531486","","","",""
"","0.0042677553134249846","","","",""
"","7.556004179170006E-4","","","",""
"","0.003576006928969844","","","",""
"","0.009966277648426995","","","",""
"","0.00819632675460938","","","",""
"","0.006474503763485787","","","",""
"","0.004861666927361908","","","",""
"","0.009668751308535206","","","",""
"","0.0016816932868640245","","","",""
"","0.009087368034496978","","","",""
"","7.861218107334534E-5","","","",""
"","0.003069164019160425","","","",""
"","0.0037391041547825098","","","",""
"","0.05133432602401686","","","",""
"","0.06617057084854736","","","",""
"","0.08064581032498642","","","",""
"","0.08658502980302389","","","",""
"","0.05043854459886017","","","",""
"","0.06527401464601194","","","",""
"","0.07991211192377011","","","",""
"","0.08471037748959188","","","",""
