"inputCell","ihWeights","hiddenCell","hoWeight","outputCell","target"
"","3.294278883074342E-4","","","",""
"","0.004417184299376316","","","",""
"","0.006933161360032903","","","",""
"","0.0020558734018194104","","","",""
"","0.0032866734322506775","","","",""
"","0.006301527485523251","","","",""
"","0.0032378990867992165","","","",""
"","0.0023353440176662166","","","",""
"","0.004229358966393163","","","",""
"","0.0036109296547667657","","","",""
"","0.005047389896342858","","","",""
"","0.005562618891857615","","","",""
"","0.00971630284868069","","","",""
"","0.0027357025654127275","","","",""
"","0.005478020503038148","","","",""
"","0.005910276210979917","","","",""
"","0.0034519327115465903","","","",""
"","0.009186597470696218","","","",""
"","0.0014075977387759152","","","",""
"","0.009998695951507259","","","",""
"","0.046338376628165","","","",""
"","0.07289332845501513","","","",""
"","0.0842676289698324","","","",""
"","0.08693883765141718","","","",""
"","0.05052634821198697","","","",""
"","0.07480066212388445","","","",""
"","0.07960312017198067","","","",""
"","0.08760232339238873","","","",""
"","0.006288877973852402","","","",""
"","2.1935758220717027E-4","","","",""
"","9.415216587824193E-4","","","",""
"","9.42356912927309E-4","","","",""
"","0.0065199342639556965","","","",""
"","0.007027524285982445","","","",""
"","7.916148164306259E-4","","","",""
"","0.005409255963455634","","","",""
"","0.0018770397982252063","","","",""
"","0.004634575375170985","","","",""
"","0.004706493031900361","","","",""
"","0.009951872344291622","","","",""
"","0.00436654551657674","","","",""
"","0.006499037710385375","","","",""
"","0.009020612288286682","","","",""
"","0.00960616294556118","","","",""
"","0.002835717592193301","","","",""
"","0.008817281270202263","","","",""
"","0.004837578734825936","","","",""
"","0.003079926341902016","","","",""
"","0.056019777841057945","","","",""
"","0.06735695381174664","","","",""
"","0.07935811723913595","","","",""
"","0.09040516615341017","","","",""
"","0.05614138429031263","","","",""
"","0.07106497091804197","","","",""
"","0.08215323085964864","","","",""
"","0.08331721326753022","","","",""
"","0.0013690329381699916","","","",""
"","0.008561640249711129","","","",""
"","0.005625352637710135","","","",""
"","0.009807177414353713","","","",""
"","0.007356340629239538","","","",""
"","0.009708292671774634","","","",""
"","0.007116958970198891","","","",""
"","0.002952061314121027","","","",""
"","0.0022387403911879535","","","",""
"","0.005689883051187947","","","",""
"","0.004176960278453011","","","",""
"","0.009011850059548198","","","",""
"","1.811709202254319E-4","","","",""
"","0.001370629706307367","","","",""
"","1.0852742360413448E-4","","","",""
"","0.008730391723202469","","","",""
"","1.733386149016236E-4","","","",""
"","0.0069440457081070914","","","",""
"","0.00982618645224881","","","",""
"","0.0066221265745317805","","","",""
"","0.05489061315772054","","","",""
"","0.06869294495617112","","","",""
"","0.07550029635344098","","","",""
"","0.08212667863084885","","","",""
