"inputCell","ihWeights","hiddenCell","hoWeight","outputCell","target"
"1.0","0.030206806742381513","0.9639026454975634","-0.20444031088719627","0.20337833607735467","0.20328858396925908"
"1.0","0.04237518187890189","1.376680255269573","-0.050371465706037656","0.5473620840409219","0.547365060915341"
"1.0","0.05232442460192264","1.6654865763733626","-0.2678126666312319","",""
"1.0","0.05944820703203613","1.8997527630200393","-0.0683189475993805","",""
"1.0","0.02666133958344597","","-0.332818115921044","",""
"1.0","0.04327697690498631","","-0.08642091379324146","",""
"0.0","0.05004352830786716","","-0.40932791111867767","",""
"1.0","0.0569939775772563","","-0.10652399120935349","",""
"0.0","0.030832145997490346","","","",""
"0.0","0.03958140245512776","","","",""
"0.0","0.053741490095001","","","",""
"0.0","0.05486454602152897","","","",""
"0.0","0.030593718590818927","","","",""
"1.0","0.04742639298105101","","","",""
"1.0","0.0489869696352069","","","",""
"0.0","0.051642729685155646","","","",""
"0.0","0.02860245467279798","","","",""
"0.0","0.04404956952279331","","","",""
"0.0","0.05105577452680312","","","",""
"0.0","0.054972213737422546","","","",""
"1.0","0.03345664491077383","","","",""
"1.0","0.03853376371153369","","","",""
"0.0","0.04612856205104474","","","",""
"0.0","0.05280835516872131","","","",""
"0.0","0.003308785234154514","","","",""
"0.0","0.001218495081005635","","","",""
"0.0","0.007551471492339966","","","",""
"1.0","0.00273712869129607","","","",""
"1.0","0.026046863228684068","","","",""
"1.0","0.04007434973599253","","","",""
"1.0","0.046431500761961196","","","",""
"1.0","0.0612290697624495","","","",""
"1.0","0.009552623273043325","","","",""
"1.0","0.003839944423524978","","","",""
"1.0","0.009319817057063003","","","",""
"1.0","0.007999287437082081","","","",""
"0.0","0.004026264778728472","","","",""
"0.0","0.00155331372839554","","","",""
"0.0","0.00953500686492345","","","",""
"0.0","0.00680028097477467","","","",""
"0.0","0.003093038140655481","","","",""
"1.0","0.006492192494773994","","","",""
"1.0","0.005688919512784362","","","",""
"0.0","0.005132695627566544","","","",""
"0.0","0.008435100949212355","","","",""
"0.0","0.0033151866774884108","","","",""
"0.0","0.005783516985322847","","","",""
"0.0","0.0049234053811177715","","","",""
"1.0","0.0069644494329919315","","","",""
"1.0","0.0065238298676654405","","","",""
"0.0","0.00326472964841509","","","",""
"0.0","7.873121407961436E-4","","","",""
"0.0","0.027073203109208303","","","",""
"0.0","0.04362366871728786","","","",""
"0.0","0.05539299398788194","","","",""
"1.0","0.06152495194843473","","","",""
"1.0","0.027474599656577527","","","",""
"1.0","0.03865044390856123","","","",""
"1.0","0.046087489775016026","","","",""
"1.0","0.0608290232035611","","","",""
"1.0","0.005372332891289897","","","",""
"1.0","0.006704029746478919","","","",""
"0.0","0.0017520002672641133","","","",""
"","0.005778212386498726","","","",""
"","0.0067451363958471134","","","",""
"","0.0017362621547080592","","","",""
"","2.103378964947322E-4","","","",""
"","0.009118186862722043","","","",""
"","0.008777431653597772","","","",""
"","0.00973529188267648","","","",""
"","0.002884691999362503","","","",""
"","7.389945329914493E-4","","","",""
"","0.008273291570246151","","","",""
"","0.008408117306726422","","","",""
"","0.0019181902616543746","","","",""
"","0.007229984344162492","","","",""
"","0.005627724375011835","","","",""
"","0.0032539054441814196","","","",""
"","2.504638429277228E-4","","","",""
"","0.008002350518854928","","","",""
"","0.029966072119786632","","","",""
"","0.040209816499501554","","","",""
"","0.04681843159010477","","","",""
"","0.05938717169490655","","","",""
"","0.028134797965073236","","","",""
"","0.03837719575780413","","","",""
"","0.04742798308062123","","","",""
"","0.05849260098736728","","","",""
"","0.009388720908100659","","","",""
"","0.004750091206222601","","","",""
"","0.009130666730476342","","","",""
"","0.009646635127637488","","","",""
"","0.009606522212434545","","","",""
"","0.007909023227251778","","","",""
"","0.008496986323489063","","","",""
